,Date,User ID,Tweet,label,paslon,Clean
2766,2023-03-23,2420416704.0,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan prabowo sebagai calon presiden tegasnya prabowo subianto,Positive,prabowo,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan sebagai tegasnya
2767,2023-03-23,2420416704.0,selain itu menurut dedy kebersamaan jokowi dengan prabowo juga bisa dilihat sebagai bentuk memperkuat dukungan presiden pada prabowo untuk kontestasi pemilihan presiden pilpres prabowo subianto,Positive,prabowo,selain itu menurut dedy kebersamaan jokowi dengan juga bisa dilihat sebagai bentuk memperkuat dukungan pada untuk kontestasi pemilihan
2770,2023-03-23,46693036.0,presiden joko widodo semakin terlihat nyata sedang mempersiapkan penggantinya prabowo subianto dan ganjar pranowo diduga kuat sebagai sosok yang dijagokan jokowi di pemilu presiden mendatang ini terlihat dengan semakin seringnya jokowi mengajak prabowo ke kunjungan,Positive,prabowo,joko widodo semakin terlihat nyata sedang mempersiapkan penggantinya dan diduga kuat sebagai sosok yang dijagokan jokowi di mendatang ini terlihat dengan semakin seringnya jokowi mengajak ke kunjungan
2771,2023-03-23,202454342.0,steel asmara masa projo yg berubah jadi gp mania alias ganjar pranowo mania malahan bubar terus dukung prabowo alasannya ganjar ga punya pandangan apa untuk jadi presiden makanya jgn kebanyakan makan erwe otak lu tumpul kek tembok,Positive,prabowo,steel asmara masa projo berubah jadi gp mania alias mania malahan bubar terus dukung alasannya punya pandangan apa untuk jadi makanya jgn kebanyakan makan erwe otak lu tumpul kek tembok
2773,2023-03-23,234177578.0,semoga sehat sll pak prabowo biar bpk bisa menghadiri acara pelantikan pak anis jadi presiden besok,Positive,prabowo,semoga sehat sll pak biar bpk bisa menghadiri acara pelantikan pak jadi besok
2776,2023-03-23,161742024.0,saya dukung penuh pak jadi capres insya allah presiden ri adalah pak salam utk pak prabowo ya bang semangat ya bangjgn kendor,Positive,prabowo,saya dukung penuh pak jadi capres insya allah adalah pak salam pak bang semangat bangjgn kendor
2779,2023-03-23,23343960.0,ketua harian dpp gerindra dasco tak mau buruburu merasa prabowo mendapat dukungan dari presiden jokowi untuk maju capres di pilpres,Positive,prabowo,ketua harian dpp gerindra dasco tak mau buruburu merasa mendapat dukungan dari jokowi untuk maju capres di
2911,2023-03-22,1482244610.0,prabowo dinilai dapat restu dari presiden jokowi maju pilpres,Positive,prabowo,dinilai dapat restu dari jokowi maju
2912,2023-03-22,252415154.0,soal siapa yg akan menang di pilpres apakah atau atau calon yg lain biar allah swt yg berkehendak siapa yang jadi presiden ri di asal bukan kehendak manusia,Positive,prabowo,soal siapa akan menang di apakah atau atau lain biar allah swt berkehendak siapa yang jadi di asal bukan kehendak manusia
2913,2023-03-22,3170751642.0,langkah kepala badan intelijen negara bin budi gunawan yg terangan mendukung prabowo subianto agar bs memenangi pemilihan presiden di sudah keluar jalur tentu hal spt ini tdk bs dibenarkan jk dibiarkan kedepannya dikhawatirkan institusi lainnya bs mengikuti jejak bin,Positive,prabowo,langkah kepala badan intelijen negara bin budi gunawan terangan mendukung agar memenangi pemilihan di sudah keluar jalur tentu hal ini dibenarkan jk dibiarkan kedepannya dikhawatirkan institusi lainnya mengikuti jejak bin
2914,2023-03-22,1374780985.0,ga bakalan gw pilih prabowo lg cukup sudah sekarang pak anis presiden,Negative,prabowo,bakalan pilih cukup sudah sekarang pak
2915,2023-03-22,4118405352.0,saya sekeluarga besar dukung anies presiden,Positive,prabowo,saya sekeluarga besar dukung
2921,2023-03-22,4517167514.0,survei smrc ganjar makin populer ungguli prabowo dan anies adalah pilihanku untuk capres sudah pasti sebagian besar rakyat indonesia bersatu mendukung pak sebagai presiden ri pada ya gak pakde,Positive,prabowo,smrc makin populer ungguli dan adalah pilihanku untuk capres sudah pasti sebagian besar rakyat bersatu mendukung pak sebagai pada pakde
2923,2023-03-22,215989357.0,gerindra deklarasi pemilu damai siap menangkan prabowo subianto presiden tribun timur,Positive,prabowo,gerindra deklarasi damai siap menangkan tribun timur
2924,2023-03-22,215989357.0,militansi gerindra pilpres jika terpilih jadi presiden ini yang dilakukan prabowo untuk bali tribun bali,Negative,prabowo,militansi gerindra jika terpilih jadi ini yang dilakukan untuk bali tribun bali
2962,2023-03-22,79178176.0,kaka yang baju hitam pak prabowo subianto presiden indonesia,Negative,prabowo,kaka yang baju hitam pak
2980,2023-03-22,46693036.0,partai keadilan sejahtera pks tak ambil pusing atas langkah kepala badan intelijen negara bin budi gunawan yang turun gunung mendukung prabowo subianto agar bisa memenangi pemilihan presiden pilpres jadi siapapun,Positive,prabowo,partai keadilan sejahtera pks tak ambil pusing atas langkah kepala badan intelijen negara bin budi gunawan yang turun gunung mendukung agar bisa memenangi pemilihan jadi siapapun
2995,2023-03-22,2470403222.0,perjuangan yg komplit,Negative,prabowo,perjuangan komplit
2998,2023-03-22,194987317.0,bagi kader loyalitas adalah yang pertama dan utama satu komando presiden,Positive,prabowo,bagi kader loyalitas adalah yang pertama dan utama satu komando
2999,2023-03-22,194987317.0,satu komando satu capres for presiden,Negative,prabowo,satu komando satu capres for
3001,2023-03-22,2327252503.0,hasibuan sehat pak prabowo dan lbp anies for presiden,Positive,prabowo,hasibuan sehat pak dan lbp for
3004,2023-03-22,106247388.0,sikap pdip atas wacana duet ketua umum partai gerindra prabowo subianto dan gubernur jawa tengah ganjar pranowo di pemilihan presiden berlahan mulai melunak setelah jokowi bertemu dengan ketua umum pdip megawati soekarnoputri di istana merdeka,Positive,prabowo,sikap pdip atas wacana duet ketua umum partai gerindra dan gubernur jawa tengah di pemilihan berlahan mulai melunak setelah jokowi bertemu dengan ketua umum pdip megawati soekarnoputri di istana merdeka
3014,2023-03-21,2410032319.0,berita loyalis literatur institut yakini presiden jokowi beri sinyal endorse prabowo subianto maju pilpres tribun timur,Positive,prabowo,berita loyalis literatur institut yakini jokowi beri sinyal endorse maju tribun timur
3016,2023-03-21,46693036.0,wakil ketua dewan pembina partai gerindra desmond junaidi mahesa mengamini pernyataan kepala badan intelijen negara bin budi gunawan yang mendukung prabowo subianto agar bisa memenangi pemilihan presiden pilpres ya saya sebagai orang partai,Positive,prabowo,wakil ketua dewan pembina partai gerindra desmond junaidi mahesa mengamini pernyataan kepala badan intelijen negara bin budi gunawan yang mendukung agar bisa memenangi pemilihan saya sebagai orang partai
3018,2023-03-21,465280582.0,disiplin dan nasionalis alasan emakemak muda deklarasi dukungan untuk prabowo subianto presiden rmol,Positive,prabowo,disiplin dan nasionalis alasan emakemak muda deklarasi dukungan untuk rmol
3023,2023-03-21,79178176.0,yasalam pak prabowo subianto presiden indonesia pilihan di,Negative,prabowo,yasalam pak pilihan di
3027,2023-03-21,2410032319.0,pengamat sebut titik terang dukungan prabowo subianto presiden semakin jelas elshinta,Positive,prabowo,pengamat sebut titik terang dukungan semakin jelas elshinta
3028,2023-03-21,189190233.0,breaking news pengamat sebut titik terang dukungan prabowo subianto presiden semakin jelas elshinta,Positive,prabowo,breaking news pengamat sebut titik terang dukungan semakin jelas elshinta
3030,2023-03-21,46693036.0,partai keadilan sejahtera pks tak ambil pusing atas langkah kepala badan intelijen negara bin budi gunawan yang turun gunung mendukung prabowo subianto agar bisa memenangi pemilihan presiden pilpres jadi siapapun calon yang diinginkan oleh,Positive,prabowo,partai keadilan sejahtera pks tak ambil pusing atas langkah kepala badan intelijen negara bin budi gunawan yang turun gunung mendukung agar bisa memenangi pemilihan jadi siapapun yang diinginkan oleh
3031,2023-03-21,2887087309.0,prabowo ganjar presiden dan wapres ri lawan kadrunkampret sama cebong hrs bersatu demi nkrilawan kadrun fpi hti khilafahisis,Negative,prabowo,dan wapres lawan kadrunkampret sama cebong bersatu demi nkrilawan kadrun fpi hti khilafahisis
3032,2023-03-21,121143089.0,seperti yang kita ketahui bahwa prabowo subianto sudah di usung oleh partai gerindra sebagai calon presiden untuk mengarungi pemilu akan tetapi prabowo belum mengumumkan siapa yang akan mendapinginya sebagai cawapres prabowo subianto,Positive,prabowo,seperti yang kita ketahui bahwa sudah di usung oleh partai gerindra sebagai untuk mengarungi akan tetapi belum mengumumkan siapa yang akan mendapinginya sebagai cawapres
3033,2023-03-21,558402914.0,aku itu kali memilih pak sebagai presiden sebagai pemilih setia jujur aku kecewa dengan keadaan yang terjadi di indonesia apalagi ini dekat masa akhir periode presiden apa aku harus memilih pak tahun supaya keras dan tegas ke pembantunya,Positive,prabowo,aku itu kali memilih pak sebagai sebagai pemilih setia jujur aku kecewa dengan keadaan yang terjadi di apalagi ini dekat masa akhir periode apa aku harus memilih pak tahun supaya keras dan tegas ke pembantunya
3034,2023-03-21,88352716.0,kabar duet prabowoganjar menjadi penting bagi pan sebab partai ini mendukung ganjar sebagai salah satu calon presiden sesuai dengan hasil rapat kerja nasional,Positive,prabowo,kabar duet prabowoganjar menjadi penting bagi pan sebab partai ini mendukung sebagai salah satu sesuai dengan hasil rapat kerja nasional
3035,2023-03-21,88352716.0,jokowi menyiapkan duet prabowo ganjar untuk menghadapi anies baswedan upaya jokowi mendukung sejumlah tokoh untuk pemilu berlangsung di tengah agenda perpanjangan masa jabatan presiden,Positive,prabowo,jokowi menyiapkan duet untuk menghadapi upaya jokowi mendukung sejumlah tokoh untuk berlangsung di tengah agenda perpanjangan masa jabatan
3036,2023-03-21,4097650214.0,pemilu presiden pilpres hingga pemilu kepala daerah pilkada nanti prabowo subianto,Negative,prabowo,hingga kepala daerah pilkada nanti
3038,2023-03-21,4097650214.0,selain melantik pengurus kamarudin juga memimpin deklarasi dukungan organisasi sayap partai gerindra itu terhadap pencalonan prabowo subianto menjadi calon presiden di pilpres prabowo subianto,Positive,prabowo,selain melantik pengurus kamarudin juga memimpin deklarasi dukungan organisasi sayap partai gerindra itu terhadap pencalonan menjadi di
3040,2023-03-21,4097650214.0,elektabilitas prabowo subianto sebagai calon presiden capres unggul jauh di atas ganjar pranowo dan anies baswedan prabowo subianto,Positive,prabowo,elektabilitas sebagai capres unggul jauh di atas dan
3041,2023-03-21,4482720013.0,saat ini prabowo kembali dideklarasikan sebagai calon presiden di pilpres oleh partai gerindra prabowosubianto,Positive,prabowo,saat ini kembali dideklarasikan sebagai di oleh partai gerindra prabowosubianto
3043,2023-03-21,400179399.0,kepala bin budi gunawan doakan prabowo di depan presiden jokowi sukses pemilu,Positive,prabowo,kepala bin budi gunawan doakan di depan jokowi sukses
3045,2023-03-21,726059647.0,presiden jokowi prediksi prabowo subianto bisa jadi presiden di ini alasannya,Negative,prabowo,jokowi prediksi bisa jadi di ini alasannya
3049,2023-03-21,2420416704.0,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan prabowo sebagai calon presiden tegasnya prabowo subianto,Positive,prabowo,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan sebagai tegasnya
3050,2023-03-21,2420416704.0,selain itu menurut dedy kebersamaan jokowi dengan prabowo juga bisa dilihat sebagai bentuk memperkuat dukungan presiden pada prabowo untuk kontestasi pemilihan presiden pilpres prabowo subianto,Positive,prabowo,selain itu menurut dedy kebersamaan jokowi dengan juga bisa dilihat sebagai bentuk memperkuat dukungan pada untuk kontestasi pemilihan
3053,2023-03-21,2410032319.0,berita menhan kepala bin sebut aura presiden pindah ke prabowo subianto pengamat titik terang menangkan pilpres okezone news,Positive,prabowo,berita menhan kepala bin sebut aura pindah ke pengamat titik terang menangkan okezone news
3054,2023-03-21,2410032319.0,berita menhan kepala bin sebut aura presiden pindah ke prabowo subianto pengamat titik terang menangkan pilpres okezone news,Positive,prabowo,berita menhan kepala bin sebut aura pindah ke pengamat titik terang menangkan okezone news
3059,2023-03-21,576755999.0,pak budi gunawan doakan pak prabowo presiden ri di tahun semoga tercapai dan dimudahkan jalannya aamiin ri,Positive,prabowo,pak budi gunawan doakan pak di tahun semoga tercapai dan dimudahkan jalannya aamiin
3064,2023-03-21,465280582.0,kepala bin ungkap aura presiden sudah pindah ke prabowo pengamat titik terang dukungan prabowo presiden semakin terpancar halo semarang,Positive,prabowo,kepala bin ungkap aura sudah pindah ke pengamat titik terang dukungan semakin terpancar halo semarang
3066,2023-03-21,1017294361.0,presiden jokowi prediksi prabowo subianto bisa jadi presiden di ini alasannya prabowo subianto,Negative,prabowo,jokowi prediksi bisa jadi di ini alasannya
3076,2023-03-21,1021578788.0,setelah kunjungan panen raya bersama presiden jokowi paslon ganjar prabowo menjadi perbincangan publik yang akan memenangkan pilpres,Positive,prabowo,setelah kunjungan panen raya bersama jokowi paslon menjadi perbincangan publik yang akan memenangkan
3082,2023-03-21,117694469.0,morningg kawan kadung rusak ekosistem tertanya gagal dan masih banjir pula ini selesaikan masalah apa tambah masalah kira hallo pak prabowo subianto dan pak presiden semoga sehat selalu ya pak selesaikan tugas sampai,Negative,prabowo,morningg kawan kadung rusak ekosistem tertanya gagal dan masih banjir pula ini selesaikan masalah apa tambah masalah kira hallo pak dan pak semoga sehat selalu pak selesaikan tugas sampai
3083,2023-03-21,117694469.0,morningg kawan kadung rusak ekosistem tertanya gagal dan masih banjir pula ini selesaikan masalah apa tambah masalah kira hallo pak prabowo subianto dan pak presiden semoga sehat selalu ya pak selesaikan tugas sampai,Negative,prabowo,morningg kawan kadung rusak ekosistem tertanya gagal dan masih banjir pula ini selesaikan masalah apa tambah masalah kira hallo pak dan pak semoga sehat selalu pak selesaikan tugas sampai
3086,2023-03-21,212277468.0,rahajeng rahina nyepi tahun baru saka maret astungkara sami rahayu,Negative,prabowo,rahajeng rahina nyepi tahun baru saka maret astungkara sami rahayu
3087,2023-03-20,2470403222.0,akhlakul al karimah akhlak mahmudah semoga,Positive,prabowo,akhlakul al karimah akhlak mahmudah semoga
3088,2023-03-20,1878861787.0,trust indonesia merilis hasil survei soal elektabilitas calon presiden capres menjadi tokoh teratas kemudian disusul anies baswedan dan prabowo subianto,Positive,prabowo,trust merilis hasil soal elektabilitas capres menjadi tokoh teratas kemudian disusul dan
3094,2023-03-20,189190233.0,breaking news kedekatan presiden joko widodo dan prabowo subianto subianto lemahkan asa puan maharani maju pilpres info indonesia info indonesia,Positive,prabowo,breaking news kedekatan joko widodo dan lemahkan asa puan maharani maju info info
3095,2023-03-20,2410032319.0,kedekatan presiden joko widodo dan prabowo subianto subianto lemahkan asa puan maharani maju pilpres info indonesia info indonesia,Positive,prabowo,kedekatan joko widodo dan lemahkan asa puan maharani maju info info
3098,2023-03-20,465280582.0,kedekatan presiden joko widodo dan prabowo subianto lemahkan asa puan maharani maju pilpres info indonesia info indonesia,Positive,prabowo,kedekatan joko widodo dan lemahkan asa puan maharani maju info info
3100,2023-03-20,46693036.0,menteri pariwisata dan ekonomi kreatif menparekraf sandiaga uno tak berani melangkahi ketua umum partai gerindra prabowo subianto seiring langkah dpw partai persatuan pembangunan ppp gorontalo mengusungnya sebagai calon presiden capres,Positive,prabowo,menteri pariwisata dan ekonomi kreatif menparekraf sandiaga uno tak berani melangkahi ketua umum partai gerindra seiring langkah dpw partai persatuan pembangunan ppp gorontalo mengusungnya sebagai capres
3101,2023-03-20,215989357.0,emakemak di kota medan dukung prabowo subianto presiden tribun timur,Positive,prabowo,emakemak di kota medan dukung tribun timur
3106,2023-03-20,88352716.0,gagasan menduetkan prabowo subianto dengan ganjar pranowo untuk pemilu muncul jokowi menilai prabowo dan ganjar samasama bisa menjadi calon presiden ideal semuanya katanya,Positive,prabowo,gagasan menduetkan dengan untuk muncul jokowi menilai dan samasama bisa menjadi ideal semuanya katanya
3109,2023-03-20,18129942.0,usaha mengarahkan presiden penggantinya yang terbaru cobacoba menduetkan prabowo subianto dan ganjar pranowo untuk pilpres,Positive,prabowo,usaha mengarahkan penggantinya yang terbaru cobacoba menduetkan dan untuk
3125,2023-03-20,2420416704.0,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan prabowo sebagai calon presiden tegasnya prabowo subianto,Positive,prabowo,tidak saja di gerindra di partai lain pun jokowi secara terang mempromosikan sebagai tegasnya
3126,2023-03-20,2420416704.0,selain itu menurut dedy kebersamaan jokowi dengan prabowo juga bisa dilihat sebagai bentuk memperkuat dukungan presiden pada prabowo untuk kontestasi pemilihan presiden pilpres prabowo subianto,Positive,prabowo,selain itu menurut dedy kebersamaan jokowi dengan juga bisa dilihat sebagai bentuk memperkuat dukungan pada untuk kontestasi pemilihan
3145,2023-03-20,300807131.0,koalisi relawan provinsi nusa tenggara barat ntb menggelar agenda musyawarah rakyat ke xxiv musra di kota mataram seluruh relawan memberi isyarat mendukung ketum partai gerindra subianto menjadi calon presiden capres yg bertarung di pemilu,Positive,prabowo,koalisi relawan provinsi nusa tenggara barat ntb menggelar agenda musyawarah rakyat ke xxiv musra di kota mataram seluruh relawan memberi isyarat mendukung ketum partai gerindra menjadi capres bertarung di
3148,2023-03-20,3306771829.0,wakil sekretaris dewan syuro partai kebangkitan bangsa maman imanulhaq menyebut pkb tak tertarik mengusung duet ganjar dan prabowo karena aspirasi para jajaran dewan syuro pkb tetap mencalonkan muhaimin iskandar sebagai presiden pada pemilu,Positive,prabowo,wakil sekretaris dewan syuro partai kebangkitan bangsa maman imanulhaq menyebut pkb tak tertarik mengusung duet dan karena aspirasi para jajaran dewan syuro pkb tetap mencalonkan muhaimin iskandar sebagai pada
3149,2023-03-20,82923904.0,vr baskoro inismyname fahnoor prabowo hebat capres abadi presiden anies ,Positive,prabowo,vr baskoro hebat capres abadi
3153,2023-03-20,88352716.0,kabar duet prabowoganjar menjadi penting bagi pan sebab partai ini mendukung ganjar sebagai salah satu calon presiden sesuai dengan hasil rapat kerja nasional,Positive,prabowo,kabar duet prabowoganjar menjadi penting bagi pan sebab partai ini mendukung sebagai salah satu sesuai dengan hasil rapat kerja nasional
3154,2023-03-20,576755999.0,pengalaman bangsa ini sudah membuktikan kali dipimpin presiden dari militer kondisi aman terkendali itulah kenapa waktunya,Positive,prabowo,pengalaman bangsa ini sudah membuktikan kali dipimpin dari militer kondisi aman terkendali itulah kenapa waktunya
3157,2023-03-19,1021578788.0,duet paslon ganjar prabowo memiliki peluang menang sangat besar dalam pilpres karena memiliki dukungan dari presiden jokowi dan dari mayoritas masyarakat indonesia,Positive,prabowo,duet paslon memiliki peluang menang sangat besar dalam karena memiliki dukungan dari jokowi dan dari mayoritas masyarakat
3158,2023-03-19,1044027295.0,terealisasinya pencalonan ganjar prabowo semakin mungkin karena mendapat dukungan dari presiden jokowi dan diyakini mampu menang dalam pilpres siapapun lawannya nanti,Positive,prabowo,terealisasinya pencalonan semakin mungkin karena mendapat dukungan dari jokowi dan diyakini mampu menang dalam siapapun lawannya nanti
3160,2023-03-19,558402914.0,siapa pun presiden indonesia tahun tolong kembalikan marwah dan wibawa kpk ri sebagai komisi pemberantas koruptor,Positive,prabowo,siapa pun tahun tolong kembalikan marwah dan wibawa kpk sebagai komisi pemberantas koruptor
3169,2023-03-19,1153424046.0,fahnoor inismyname bagus om nanti anies presiden ri pak prabowo boleh gabung sebagai menhan juga kok,Positive,prabowo,bagus om nanti pak boleh gabung sebagai menhan juga kok
3178,2023-03-19,465280582.0,komunitas pemuda di papua deklarasi dukung prabowo subianto presiden pasific,Positive,prabowo,komunitas pemuda di papua deklarasi dukung pasific
3179,2023-03-19,46693036.0,sayap partai gerindra jaringan rakyat indonesia raya jari raya mendeklarasikan dukungan kepada ketua umum partai gerindra prabowo subianto untuk maju menjadi calon presiden dalam pilpres sekaligus merapatkan barisan dan bergerak cepat,Positive,prabowo,sayap partai gerindra jaringan rakyat raya jari raya mendeklarasikan dukungan kepada ketua umum partai gerindra untuk maju menjadi dalam sekaligus merapatkan barisan dan bergerak cepat
3180,2023-03-19,465280582.0,komunitas pemuda di papua deklarasi dukung prabowo presiden pasific,Positive,prabowo,komunitas pemuda di papua deklarasi dukung pasific
3183,2023-03-19,318831793.0,pa jokowi kemana mana sllu bawa  sinyal sehati insyaallah presiden pa doa dan dukungan kami untuk,Positive,prabowo,jokowi kemana mana sllu bawa sinyal sehati insyaallah doa dan dukungan kami untuk
3184,2023-03-19,451958586.0,gsp prabowo be like prabowo for presiden,Positive,prabowo,gsp be like for
3185,2023-03-19,318831793.0,contoh negarawan ga ada keraguan lagi pilih presiden,Negative,prabowo,contoh negarawan ada keraguan lagi pilih
3187,2023-03-19,2385926900.0,puan maharani capres pasangan prabowo ganjar kita diharap bersabar tunggu keputusan bu mega mbak ri kami berharap ganjar prabowo dong ayo sahabat twips kita hatrick kan pdip  bersama presiden jokowi like amp retweet,Positive,prabowo,puan maharani capres pasangan kita diharap bersabar tunggu keputusan bu mega mbak kami berharap dong ayo sahabat twips kita hatrick kan pdip bersama jokowi like retweet
3188,2023-03-19,1044027295.0,akan diajukan sebagai proposal politik oleh presiden jokowi kepada ketum pdip ganjar prabowo memantapkan diri sebagai duet maut dalam pilpres,Negative,prabowo,akan diajukan sebagai proposal politik oleh jokowi kepada ketum pdip memantapkan diri sebagai duet maut dalam
3193,2023-03-18,465423257.0,relawan sahabat muda prabowo deklarasi dukung menhan ri calon presiden pasific,Positive,prabowo,relawan sahabat muda deklarasi dukung menhan pasific
3195,2023-03-18,2410032319.0,jari raya sumsel siap menangkan prabowo subianto menjadi presiden wawberita,Positive,prabowo,jari raya sumsel siap menangkan menjadi wawberita
3196,2023-03-18,1038715302.0,kode terang sepertinya begini hasil diskusi politiknya prabowo presiden ganjar wakil presiden the next leaders ri aaaamiiiin,Positive,prabowo,kode terang sepertinya begini hasil diskusi politiknya wakil the next leaders aaaamiiiin
3199,2023-03-18,2470403222.0,jiwa prajurit sejati rendah hati,Positive,prabowo,jiwa prajurit sejati rendah hati
3203,2023-03-18,3177957847.0,inismyname orang jahat pilih orang jahat junjungane gak boleh di kritik pribadinya tapi idola orang lain seenak jidat diperlakukan rasis tuhan memisahkan yang baik amp yang buruk yang hianat amp yang amanah geng oportunis sak karepe dewe gus kalah nyalon lagi ngebet presiden,Negative,prabowo,orang jahat pilih orang jahat junjungane boleh di kritik pribadinya tapi idola orang lain seenak jidat diperlakukan rasis tuhan memisahkan yang baik yang buruk yang hianat yang amanah geng oportunis sak karepe dewe gus kalah nyalon lagi ngebet
3206,2023-03-18,465280582.0,kalau sejak awal prabowo tetap oposisi bisa jadi presiden di koran pelita,Negative,prabowo,kalau sejak awal tetap oposisi bisa jadi di koran pelita
3211,2023-03-18,2887087309.0,prabowo presiden,Negative,prabowo,
3212,2023-03-18,2887087309.0,prabowo presiden,Negative,prabowo,
3218,2023-03-18,1878861787.0,presiden joko widodo beberapa waktu lalu tengah berada di antara prabowo subiantoampganjar pranowo seperti diketahui elektabilitas prabowo amp sebagai capres tinggi di berbagai lembaga survei,Negative,prabowo,joko widodo beberapa waktu lalu tengah berada di antara subiantoampganjar seperti diketahui elektabilitas sebagai capres tinggi di berbagai lembaga
3221,2023-03-17,161742024.0,bang azwar saya dukung penuh pak jadi capres insya allah presiden ri adalah pak salam utk pak prabowo ya bang semangat ya bangjgn kendor,Positive,prabowo,bang azwar saya dukung penuh pak jadi capres insya allah adalah pak salam pak bang semangat bangjgn kendor
3237,2023-03-17,465280582.0,relawan gupra hadir menangkan prabowo presiden di provinsi papua tengah pasific,Positive,prabowo,relawan gupra hadir menangkan di provinsi papua tengah pasific
3238,2023-03-17,110364620.0,pak prabowo dipeluk emakemak saya pernah katakan andai saja pak prabowo lebih sering keliling apalagi sudah turun kampanye dan bertemu langsung rakyat maka sejatinya pilpres sudah selesai ahlan wa sahlan the next mr presiden kami,Positive,prabowo,pak dipeluk emakemak saya pernah katakan andai saja pak lebih sering keliling apalagi sudah turun kampanye dan bertemu langsung rakyat maka sejatinya sudah selesai ahlan wa sahlan the next mr kami
3239,2023-03-17,118646322.0,pkb menyebut para kiai ingin prabowo subianto dan cak imin duet jadi calon presiden capres dan wakil presiden cawapres pada pilpres,Negative,prabowo,pkb menyebut para kiai ingin dan cak imin duet jadi capres dan wakil cawapres pada
3242,2023-03-17,1709238618.0,mantap pak presiden era pdip habis karna akan jadi duel prabowo vs anies pdip anak bawang,Positive,prabowo,mantap pak era pdip habis karna akan jadi duel vs pdip anak bawang
3249,2023-03-17,2410032319.0,relawan gupra hadir menangkan prabowo subianto presiden di pasific,Positive,prabowo,relawan gupra hadir menangkan di pasific
3267,2023-03-17,99684750.0,anies baswedan presiden indonesia,Negative,prabowo,
3268,2023-03-17,465280582.0,relawan emak emak muda di papua dukung prabowo subianto jadi presiden paraparatv,Positive,prabowo,relawan emak emak muda di papua dukung jadi paraparatv
3270,2023-03-17,4186003753.0,dan layak sebagai figur calon presiden dan lewat hal ini elektabilitas prabowo tertinggi di pilpres,Positive,prabowo,dan layak sebagai figur dan lewat hal ini elektabilitas tertinggi di
3271,2023-03-17,1044027295.0,presiden jokowi mendukung pencalonan pasangan ganjar prabowo untuk pilpres,Positive,prabowo,jokowi mendukung pencalonan pasangan untuk
3273,2023-03-17,106247388.0,signal presiden jokowi kembali mengajak menteri pertahanan prabowo subianto dalam kunjungan kerjanya jumat maret mengikuti acara istigasah dan doa bersama rabithah melayubanjar di kompleks pendopo bersinar tabalong kalimantan selatan,Positive,prabowo,signal jokowi kembali mengajak menteri pertahanan dalam kunjungan kerjanya jumat maret mengikuti acara istigasah dan doa bersama rabithah melayubanjar di kompleks pendopo bersinar tabalong kalimantan selatan
3276,2023-03-16,465280582.0,relawan emak emak muda di papua dukung prabowo jadi presiden paraparatv,Positive,prabowo,relawan emak emak muda di papua dukung jadi paraparatv
3278,2023-03-16,465280582.0,ratusan emakemak di makassar siap menangkan prabowo subianto presiden sulsel ekspres,Positive,prabowo,ratusan emakemak di makassar siap menangkan sulsel ekspres
3281,2023-03-16,46693036.0,provinsi sumatera utara sumut berpotensi jadi kantong suara bagi ketua umum prabowo subianto dalam kontestasi pemilihan presiden pilpres hal itu dapat dilihat dari hasil musyawarah rakyat musra ke relawan jokowi hasil dari forum yang,Negative,prabowo,provinsi sumatera utara sumut berpotensi jadi kantong suara bagi ketua umum dalam kontestasi pemilihan hal itu dapat dilihat dari hasil musyawarah rakyat musra ke relawan jokowi hasil dari forum yang
3283,2023-03-16,373141460.0,partai gerindra percaya diri sulawesi selatan sulsel bisa menjadi lumbung suara dan memenangkan prabowo subianto calon presiden cepres yang diusung pada pemilihan presiden pilpres mendatang,Positive,prabowo,partai gerindra percaya diri sulawesi selatan sulsel bisa menjadi lumbung suara dan memenangkan cepres yang diusung pada pemilihan mendatang
3284,2023-03-16,46693036.0,ketua dpd partai golkar jawa barat ace hasan syadzily menanggapi santai soal wacana duet prabowo subianto dan ganjar pranowo di pilpres yang sudah mengantongi restu dari presiden joko widodo jokowi sebab menurut ace presiden jokowi juga sudah,Positive,prabowo,ketua dpd partai golkar jawa barat ace hasan syadzily menanggapi santai soal wacana duet dan di yang sudah mengantongi restu dari joko widodo jokowi sebab menurut ace jokowi juga sudah
3286,2023-03-16,2221519400.0,situbondo dukungan terhadap prabowo subianto untuk menjadi presiden ri pada pemilu terus mengalir,Positive,prabowo,situbondo dukungan terhadap untuk menjadi pada terus mengalir
3299,2023-03-16,1119875790.0,calon presiden pilihan saya thn dan insyaallah pilihan saya di thn aamiin,Positive,prabowo,pilihan saya thn dan insyaallah pilihan saya di thn aamiin
3310,2023-03-16,2335110374.0,khusus yang kiri bawah saya kira bisa dijinakkan jika prabowo subianto benar jadi presiden ri periode,Negative,prabowo,khusus yang kiri bawah saya kira bisa dijinakkan jika benar jadi periode
3313,2023-03-16,2615192508.0,anakkolong ri kalo pak prabowo presiden dan pak jokowi mau jadi wakil boleh ga sih secara konstitusi,Negative,prabowo,anakkolong pak dan pak jokowi mau jadi wakil boleh secara konstitusi
